@lat	@lon	name	tourism	historic	amenity	natural	leisure
39.9004405	-8.2714345	Igreja Maná			place_of_worship		
40.6428757	-8.6445787		artwork				
32.7031937	-16.7720595	Plane spotting airport viewpoint	viewpoint				
32.7093529	-16.7621609	Queimada	viewpoint				
32.8020884	-17.2397616		information				
32.8048398	-17.2330851	Lombadinha	information				
37.1371751	-8.7564497	Monte Rosa	guest_house				
32.8133692	-17.2313513	Pedregal	information				
38.7713520	-9.3323089	Fonte das Covas	attraction		drinking_water		
32.8230903	-17.2279179	Ribeira da Vaca	information				
32.8150296	-17.2302925	Serrado	information				
40.9838367	-8.6039317			wayside_shrine			
40.7342649	-7.5539012			wayside_cross			
40.7344468	-7.5540259			wayside_shrine			
32.6772465	-16.8494941	Villa Camélia Boutique House	hotel				
37.0901863	-8.6699439		viewpoint				
37.1065033	-8.6857789	Dream Lagos B&B	guest_house				
32.8030965	-17.2415899			wayside_shrine			
32.8049442	-17.2438822		information				
32.8185173	-17.2443291		information				
32.8029825	-17.2410171	Amparo	picnic_site				
41.8719631	-8.2629700	Cão Sabujo da Serra do Soajo	artwork	memorial			
40.9550550	-8.4693074			wayside_shrine			
40.6411346	-8.6544136		artwork				
40.6411076	-8.6539373		artwork				
40.6423834	-8.6518559		artwork				
40.6417666	-8.6530390		artwork				
38.5427830	-28.6253835	Mirante da Conceição	viewpoint				
41.2638199	-8.1738137			wayside_shrine			
41.2791011	-8.1657592			wayside_shrine			
41.5584713	-8.3979669	Universidade do Minho	information				
38.8768116	-7.1634034		viewpoint				
39.9837695	-8.5516093	Buraca Longa				cave_entrance	
39.9798026	-8.5544741	Buraca Escura				cave_entrance	
39.9810061	-8.5492275	Buraca Escura				cave_entrance	
39.4625510	-8.7557994	Gruta dos Casais do Arrife				cave_entrance	
37.0918232	-8.0389522	Guest House RSA	guest_house				
32.7529860	-17.2240163		information				
41.5596026	-8.3972962		information				
39.0910935	-9.2312315	Abrigo da Carrasca		archaeological_site		cave_entrance	
38.8851549	-9.1260042	Lapa da Figueira		archaeological_site		cave_entrance	
38.8621616	-9.2283268	Gruta Pequena da Serra da Carva		archaeological_site		cave_entrance	
37.3101688	-8.4237611		information				
38.5561533	-28.6350090	Mirante		memorial			
38.5346266	-28.6942794	Caminho Agrícola da Carrasca		memorial			
39.5507634	-8.9789763	Tronos de Pedro e Inês	artwork		bench		
39.5507500	-8.9790232	Tronos de Pedro e Inês	artwork		bench		
40.2801273	-7.5028752	Mural by Vhils for Wool 2011	artwork				
38.9413786	-9.1035855		picnic_site				
38.5406117	-28.6958851	C.R. Ramal do Farrobim	information				
38.5406209	-28.6958894	Caminho Rural do Farrobim		memorial			
38.5402095	-28.6917455	Reservatório da Fonte do Rego		memorial			
38.5383674	-28.6750900	Casa do Divino Espírito Santo		memorial			
38.5475982	-28.6705349	Reservatório do Cimo da Granja		memorial			
38.5512632	-28.6682600	Caminho Agrícola do Cimo da Granja		memorial			
40.9317530	-8.5528339			wayside_shrine			
41.1390959	-8.6067604		viewpoint				
42.0174649	-8.6130238					peak	
42.0247977	-8.5748935					peak	
42.0399388	-8.5977459					peak	
42.0290057	-8.6011577					peak	
42.0154801	-8.6048162					peak	
42.0122437	-8.5908687					peak	
42.0137025	-8.5882831					peak	
41.0933587	-8.5091562			wayside_cross			
40.5821620	-8.3993784			wayside_cross			
40.5867339	-8.4992259			wayside_cross			
32.7387557	-16.7977567		information				
41.1066672	-7.6924789	Centro Interpretativo da Mulher Duriense	museum				
41.4301698	-8.4494171			wayside_cross			
32.6490835	-16.9105186		apartment				
41.6392037	-7.9449323		artwork				
41.8909772	-8.4195432	Igreja Paroquial De Gondoriz			place_of_worship		
41.8918204	-8.4200558	Capela de Nossa Senhora de Guadalupe			place_of_worship		
41.8850880	-8.4179577	Capela de Paredes			place_of_worship		
41.8913775	-8.4196515	Portal de Gondoriz	attraction				
32.7672354	-16.8220037		information				
41.4202844	-8.5574303		artwork				
32.6992244	-17.1318430	Banana Praia				beach	
40.7410808	-8.5175693	Parque dos Moinhos de Porto de Riba					park
37.1526690	-7.8885656		artwork				
40.6565356	-7.9178372			wayside_cross			
40.2590094	-7.6236890	Freguesia Unhais da Serra	information				
40.2584330	-7.6221509	AL	hostel				
41.5837919	-8.1913427	Capela de Santo António (Leiradela)			place_of_worship		
40.6105204	-8.4696754		artwork				
40.5943740	-8.5070571	Capela de Nossa Senhora das Dores			place_of_worship		
40.4402257	-7.9684784	Oliveirinha e Oliveira do Hospital	information				
39.6275266	-8.6756058	"Francisco, o Maior Coração do Mundo"	artwork				
38.5296038	-28.5367083	Casa do Mar	apartment				
37.7354616	-25.6753692	A-Tipica Guesthouse	apartment				
37.8611232	-25.7774336		apartment				
41.3735839	-8.3107875		picnic_site				
41.1774293	-8.6402889		information				
41.5952871	-7.4593491			wayside_shrine			
41.6039576	-7.4730835			wayside_shrine			
41.6155096	-7.4825193			wayside_shrine			
41.6178011	-7.4611127			wayside_cross			
41.6174752	-7.4616295			wayside_cross			
41.6239314	-7.4498367			wayside_shrine			
38.6652125	-9.0631560			memorial			
39.6840190	-8.4640648	Forno de cal		archaeological_site			
38.6995586	-9.2315936	Cruzeiro de Algés		wayside_cross			
38.5365509	-8.8719031	Pai Américo		memorial			
32.6500409	-16.8219342	Praia da Atalaia				beach	
38.7490008	-9.2829686	Rotunda das Seleções		memorial			
38.7489022	-9.2827063	Grécia	information				
38.7488804	-9.2826462	Espanha	information				
38.7488595	-9.2825754	Rússia	information				
38.7488377	-9.2825089	Suécia	information				
38.7488255	-9.2824231	Bulgária	information				
38.7488552	-9.2823603	Dinamarca	information				
38.7488991	-9.2823308	Itália	information				
38.7489460	-9.2823142	França	information				
38.7490025	-9.2823539	Letónia	information				
38.7490271	-9.2824102	Suíça	information				
38.7490497	-9.2824837	Républica Checa	information				
38.7490732	-9.2825475	Croácia	information				
38.7490794	-9.2826366	Inglaterra	information				
38.7490556	-9.2826929	Alemanha	information				
38.7490041	-9.2827310	Holanda	information				
38.7489485	-9.2827396	Portugal	information				
41.2846988	-7.5937690			wayside_shrine			
41.2930811	-7.6080697	Cruzeiro de Arcã		wayside_cross			
41.2936716	-7.6079732			archaeological_site			
41.2919067	-7.6062856			archaeological_site			
37.1988663	-7.9875638	Cruzeiro de Querença		wayside_cross			
41.6049221	-8.7443481	Cruzeiro Paroquial		wayside_cross			
40.3315073	-8.8424478		information				
40.3312175	-8.8427905		information				
40.3291423	-8.8435663	Centro Interpretativo de Arte-Xávega	museum				
40.7064906	-7.9077154			wayside_cross			
40.9537849	-8.5751956	Marco da Ordem de Malta		boundary_stone			
40.9663182	-8.5751330	Cantinho do Tanque		memorial			
38.4707402	-28.4265366	Ponta do Pico	viewpoint				
41.1718056	-8.4856362	Trono Romano - Vale da Tranquilidade	viewpoint				
41.1717640	-8.4858413		information				
40.9694646	-8.5776087	Marco da Ordem de Malta		boundary_stone			
40.9670663	-8.5812045	Marco da Ordem de Malta		boundary_stone			
40.0540487	-7.5179502	Pasteleira da Gardunha	viewpoint				
41.1725386	-8.4789794		information				
39.6544732	-8.7606127		viewpoint				
41.1912010	-8.5099869	Monumento à Padeira e à Panificação de Valongo	artwork				
41.2204844	-7.4655934		artwork				
41.2202915	-7.4649763	Miradouro de Santa Marinha	viewpoint				
41.2228137	-7.4985963			wayside_cross			
41.2323716	-7.4662535			wayside_shrine			
41.6264409	-8.7813917	Marco Casa de Bragança VII - Castelo do Neiva/São Romão de Neiva (Quinta do Mário Freixo		boundary_stone			
39.3636294	-9.1403077	Forum		archaeological_site			
39.6729456	-8.7970871	Hipocampo		archaeological_site			
38.6944663	-9.2060260	Padrão dos Descobrimentos	information				
38.7083824	-9.1367351	Arco da Rua Augusta	information				
41.5588304	-8.3977984		information				
41.5483324	-8.4252943	Campo de S. Tiago	information				
38.6890934	-9.3326309	Mural de Jacqueline de Montaigne	artwork				
38.5303645	-8.8767674	Mesquita At-Taqwa			place_of_worship		
38.5226715	-8.8867468	Rotunda das Sardinhas	artwork				
38.5247644	-8.8999246			memorial			
41.0734947	-8.1880688			wayside_shrine			
40.2032638	-8.4086613	Sala de Trofeus da AAC-OAF	museum				
41.3496451	-7.6850529	Alminhas de Santo António		wayside_shrine			
40.5081194	-7.7028020			monument			
41.0924032	-7.1425737	Miradouro do Caminho da Costa	viewpoint				
38.8190723	-9.4646451		hostel				
32.6884600	-16.7864377	Airplane Spotting Approach Runway 05	viewpoint				
37.5340740	-7.5312882		information				
37.5372070	-7.5322370	Senhora das Neves - Mesquita		archaeological_site			
37.5392360	-7.5368075	Renault 4L	artwork	memorial			
40.8897582	-8.3440545			wayside_shrine			
38.8593852	-7.2851224		artwork				
38.9377658	-9.1287704		information				
40.6822311	-8.5997951	Congragação Cristã em Portugal - Cacia			place_of_worship		
40.6807761	-8.6034299	Casa de Oração Evangélica			place_of_worship		
41.4994346	-7.7111347			wayside_shrine			
41.4375795	-7.5886458			wayside_shrine			
41.1458625	-8.5944216	O Muro da Hipocrisia	artwork				
41.1457266	-8.5950282			memorial			
41.1495249	-8.6039818	Hotel São José	hotel				
41.1483832	-8.6039159		guest_house				
38.8025585	-9.3736292	Portela de Sintra	caravan_site				
41.1490039	-8.6128945	Porto Downtown Living - Picaria Apartments	guest_house				
41.1127225	-7.5652183		artwork				
38.4432605	-9.1000906	Casa da Praça	guest_house				
38.6393437	-9.1614522		artwork				
36.9358668	-25.0204701		wilderness_hut				
36.9573049	-25.1343593		viewpoint				
37.0027314	-25.1041978		attraction				
40.4380999	-8.0283621	Capela Nossa Senhora da Conceição	information				
40.4380685	-8.0283454	Capela Nossa Senhora da Conceição	information				
40.4362722	-8.0192671	Papízios e Pinheiro	information				
40.4361416	-8.0192650	Carregal do Sal	information				
41.0636701	-8.5870238			wayside_cross			
39.6080473	-8.7992421					cave_entrance	
40.0089292	-8.1066352			wayside_shrine			
37.8017376	-8.7609055	I Ka Hale	guest_house				
38.7119860	-9.1413598	"THE PESSOA, our guest since 1908"	hotel				
40.8347325	-8.2864001	Falha da Felgueira - Preguinho	attraction				
40.6453446	-8.6617183	Pirâmides		monument			
40.6451517	-8.6619835	Pirâmides		monument			
40.6383196	-8.6534226	Núcleo Museulógico da Igreja das Carmelitas de Aveiro	museum				
40.4363807	-8.0202003	Eucalipto Grande	information				
40.4363834	-8.0203029	Eucalipto Grande	information				
40.4348920	-8.0229916	Eucalipto grande	attraction				
41.5395613	-6.8926325		picnic_site				
40.9785319	-8.5395677		picnic_site				
38.6825529	-9.1594684	Casa do Criativo	apartment				
40.6906426	-8.6269890			wreck			
40.6907316	-8.6271107			wreck			
40.6906703	-8.6270256			wreck			
40.6842565	-8.6297540			wreck			
40.6843488	-8.6298674			wreck			
40.6843013	-8.6298023			wreck			
40.6842209	-8.6293222			wreck			
40.6844022	-8.6299304			wreck			
40.6811778	-8.6326475			wreck			
40.6810265	-8.6325395			wreck			
40.6812292	-8.6327427			wreck			
40.6806950	-8.6326079			wreck			
40.6780669	-8.6339396			wreck			
40.6782032	-8.6342166			wreck			
40.6780532	-8.6342340			wreck			
40.6783898	-8.6342273			wreck			
40.6632595	-8.6393798			wreck			
40.6632610	-8.6394455			wreck			
38.7560299	-9.1404450	Futuro	artwork				
41.0049821	-8.5486897		information				
41.0075354	-8.5523487			wayside_shrine			
41.0070848	-8.5540981		information				
41.0070478	-8.5542017		information				
41.0077570	-8.5529251		information				
41.0076724	-8.5562357		information				
41.0085075	-8.5586648		information				
41.0079798	-8.5593403		information				
41.0066945	-8.5601517		information				
41.0069744	-8.5611318		information				
41.0068968	-8.5608497		information				
41.0068226	-8.5605517		information				
41.0067521	-8.5599998		information				
41.0081193	-8.5592563		information				
41.0084574	-8.5583876		information				
41.0079820	-8.5572639		information				
41.0027735	-8.5450253		information				
41.0017695	-8.5429953			wayside_shrine			
41.0017359	-8.5430038			wayside_shrine			
40.9951866	-8.5391643		information				
40.9953500	-8.5396015		information				
40.9971208	-8.5415543	Mozelos		boundary_stone			
37.0381341	-8.0380118	Formosa Park Apartment Hotel	hotel				
41.2910252	-7.7050820	Nicho de Nossa Senhora de Fátima		wayside_shrine			
41.2476584	-7.7206315	Quinta da Corujeira	guest_house				
32.7587735	-16.9703396		camp_site				
39.4010360	-8.4304163		viewpoint				
41.0427812	-8.5727335			wayside_cross			
41.0427848	-8.5727952			wayside_cross			
41.0427908	-8.5728663			wayside_cross			
41.0429053	-8.5728774			wayside_cross			
41.0429768	-8.5728584			wayside_cross			
41.0430448	-8.5728410			wayside_cross			
41.0532024	-8.5873446			wayside_cross			
41.0532176	-8.5874613			wayside_cross			
41.0533197	-8.5876035			wayside_cross			
41.0533258	-8.5875042			wayside_cross			
41.0533096	-8.5874157			wayside_cross			
41.0532864	-8.5873312			wayside_cross			
41.0531953	-8.5872065			wayside_cross			
41.0530831	-8.5874304			wayside_cross			
41.0530709	-8.5872601			wayside_cross			
41.0531377	-8.5878019			wayside_cross			
41.0530314	-8.5886330			wayside_cross			
41.0528665	-8.5899261			wayside_cross			
41.0528132	-8.5901978			wayside_cross			
38.0103603	-8.6837964				place_of_worship		
41.2387278	-8.6677965	Solar Antigo Porto Aeroporto	hotel				
40.2414973	-8.0326741			wayside_cross			
41.2514552	-7.6999563			wayside_cross			
41.2511867	-7.7001354			wayside_cross			
41.2504822	-7.6999968			wayside_cross			
41.2505088	-7.6999287			wayside_cross			
38.7729919	-9.1035829	Colectivo Rua - Mural	attraction				
38.7724903	-9.1029336	Rocket01 street art mural	attraction				
38.7127836	-9.1392558	Rossio Plaza Hotel	hotel				
38.5359737	-8.8746804	Golfinhos	artwork				
38.5358049	-8.8753020	Letreiro SETÚBAL	artwork				
39.3594690	-9.1578911	Porta da Vila	attraction				
39.3595494	-9.1578925	Miradouro da Porta da Vila	viewpoint				
40.8745219	-8.2988654			wayside_shrine			
40.8766538	-8.3022840			wayside_cross			
40.8771076	-8.3031888			wayside_cross			
40.8774564	-8.3016620			wayside_cross			
40.8777869	-8.3020065			wayside_cross			
40.8780751	-8.3023043			wayside_cross			
40.8770543	-8.3011054			wayside_cross			
38.7065322	-9.1660761	Lapa@Home	apartment				
38.7380437	-9.1225632	"ADM - Assembleia De Deus, Ministério Da Missāo"			place_of_worship		
38.7375343	-9.1228307	Exército de Salvação - Igreja de Lisboa			place_of_worship		
38.7378260	-9.1247294	Igreja Evangélica Assembléia De Deus A Glória De Deus			place_of_worship		
38.7131839	-9.1364877	Madalena	hotel				
39.7662010	-8.4005712	Alecrim				peak	
37.0219455	-7.9292874	Galeria Between	gallery				
39.4813610	-8.5375333	Flor de Pedra	artwork				
39.4745631	-8.5482587	Santo António	artwork				
38.7844169	-7.3267114		artwork				
39.7896442	-8.4106429					cave_entrance	
39.7640813	-8.4298339	Lapa do Cabecinho				cave_entrance	
39.7726345	-8.4035453	Gruta da Casqueira				cave_entrance	
39.8094427	-8.4063727	Gruta da Mata de Cima				cave_entrance	
39.7626533	-8.3962644	Gruta do Pastor				cave_entrance	
39.7983221	-8.4158968	Gruta da Pedreira do Sobral Chão				cave_entrance	
39.8028347	-8.4252181	Gruta da ribeira da Barroca				cave_entrance	
39.7932295	-8.4391952	Gruta da Múmia				cave_entrance	
38.9586620	-8.8494830	Fauna e Flora	information				
38.9828257	-8.8302456	Canal e Valados	information				
38.9720514	-8.8449005	Quinta da Foz	information				
39.3605723	-9.1577264	Casa Antonio Moreira	guest_house				
38.9937686	-8.8092376	Vala Nova	information				
38.5225467	-8.8975721	Árvore da Liberdade	artwork				
38.9453147	-8.8324298	O Ciclo do Arroz	information				
38.9433988	-8.8654264	Rio Almansor	information				
32.7042062	-16.7694582	Airplane Spotting Runway 23	viewpoint				
38.8486174	-7.3464924		artwork				
38.9386216	-8.8699731	Joao Pratas	artwork				
39.9958698	-7.1447121			archaeological_site			
41.6683969	-8.3714402			memorial			
38.6238343	-27.9289224		camp_site				
36.9646960	-25.0777965	Mirad das Fontinhas	viewpoint				
38.7745661	-9.1665577	Raúl Solnado	artwork				
38.7746875	-9.1664672	Romeu Correia	artwork				
38.7747694	-9.1664941	Vasco Morgado	artwork				
38.7746643	-9.1666035		artwork				
38.7747110	-9.1664965	Queimados Vivos	artwork				
38.7746673	-9.1664822	Augusto de Figueiredo	artwork				
38.7109433	-9.1402947	Chiado Apartments Garret 26	apartment				
38.7108845	-9.1406790	Garrett 48 Apartments	apartment				
33.0463593	-16.3686705	Gruta de Ana Ferreira Porto Santo				cave_entrance	
38.7104939	-9.1419849	"Lisbon Best Apartments, Chiado Square"	apartment				
38.7101466	-9.1410971	Flora Chiado Apartments	apartment				
40.9758317	-8.4377862			wayside_shrine			
40.9949641	-8.4334577			wayside_shrine			
40.9906752	-8.4545067			wayside_shrine			
33.0429532	-16.3705690					cave_entrance	
33.0431515	-16.3706310					cave_entrance	
38.7302875	-9.1359822	sri-indo guest house	guest_house				
38.7294004	-9.1370200	Nova Vida			place_of_worship		
33.0870009	-16.3553069	Fonte da Areia	attraction				
36.9456957	-25.0719915	Casa Malbusca	apartment				
36.9516944	-25.0993410		picnic_site				
36.9507837	-25.0957191		picnic_site				
38.7177692	-9.1453532		information				
38.7176038	-9.1452040	Por Favor Não Pise os Canteiros	information				
38.7180445	-9.1454514	Freguesia Santo António Lisboa	information				
38.7177982	-9.1450401	Parque Infantil Américo Malheiro	information				
41.5846785	-7.2293206	Cruzeiro do Santuário do Senhor dos Aflitos		wayside_cross			
41.5551653	-7.2833831	Cruzeiro de Rio Torto		wayside_cross			
33.0840328	-16.3342347	Maria	artwork				
38.7542201	-9.1434570	IURD- Alvalade			place_of_worship		
33.0827384	-16.3301949		information				
41.5580621	-8.4152202	Cónego Melo	artwork	memorial			
33.0907726	-16.3273751	PR2 - Vereda do Pico do Castelo	information				
33.0907602	-16.3273398	PR 2	information				
38.7524192	-9.2008582	7 Luz	hostel				
41.5179376	-8.7347612			wayside_shrine			
40.4256486	-7.9815279	Carregal do Sal e Vila Meã	information				
40.4204781	-7.9943297	Circuito Arqueológico da Cova da Moira	information				
38.7101955	-9.1491110	igreja evangélica			place_of_worship		
39.4031123	-31.1549096		guest_house				
38.7303852	-9.1439573		information				
41.0371417	-8.1437208	Observatório de Natureza de Nossa Senhora do Castelo	viewpoint				
33.0717071	-16.3257953	PR3 - Levada do Pico do Castelo	information				
38.7099721	-9.1503057	Dear Lisbon Guesthouse	apartment				
38.7101293	-9.1500629		apartment				
38.7100877	-9.1506898	Combro 77	apartment				
40.8953775	-8.2740154			wayside_shrine			
40.0329152	-8.0763770			wayside_shrine			
40.0241679	-8.0887036			wayside_shrine			
39.4268447	-8.6855180	PR4 ACN Rota dos Ferreiros	information				
39.4287868	-8.6946353	Associação Quinta das Oliveirinhas	trail_riding_station				
38.7115448	-9.1397181	LV Premier Chiado Apartments	apartment				
40.4178057	-7.7061438		picnic_site				
38.7104678	-9.1402743	GS Chiado Boutique Studios & Suites	hotel				
38.7104852	-9.1402789	Lost Lisbon :: Chiado House	hotel				
38.7083249	-9.1516125	Castilho House Cais	apartment				
39.5141646	-8.7166438	PR5 ACN Rota dos Frades	information				
38.7317117	-9.1398042	Amma Lisboa Hotel	hotel				
39.7706920	-8.4403836					cave_entrance	
39.7948928	-8.4449391	Casa da Moura		archaeological_site			
39.7961450	-8.4434244	Vilões de Cima		archaeological_site			
39.7997265	-8.4429524	Melrinho		archaeological_site			
39.8008945	-8.4350506	Cercada da Quinta		archaeological_site			
41.5490525	-8.4217162		artwork				
38.7312973	-9.1285193	ETHIM			place_of_worship		
40.9212685	-8.5405361		artwork				
41.2275323	-8.6901065	Perafita Yellow House - EcoHost	guest_house				
38.7575037	-9.2315915	Igreja pentecostal Brasa Viva			place_of_worship		
41.0365134	-8.0676912	Observatório da Natureza de Marcelim	attraction				
40.4175921	-7.9990836	Casal Mendo e Carregal do Sal	information				
38.7703959	-9.1923954	"Mural ""Wanna be an artist"""	artwork				
38.7707168	-9.1925269	Mural R. Prof. Pais da Silva 70	artwork				
39.4639904	-8.7107401	PR7 ACN Rota dos Moinhos	information				
39.6573822	-8.7560567			wayside_cross			
39.6579758	-8.7576498		information				
41.1482955	-8.6039078	Residencial São Gabriel	guest_house				
38.7130812	-9.1369714	WLFT	hostel				
38.7131602	-9.1368188	The Central House	guest_house				
38.7195375	-9.1307197	Rooftop Terrace-Sao Gens Apartments	apartment				
38.7194984	-9.1304702	Igreja Evangélica Assembleia de Deus de Lisboa			place_of_worship		
38.7190992	-9.1306783	Sweet INN Pent House	apartment				
38.7191538	-9.1316350		apartment				
38.7194151	-9.1317694	Lisbonne Collection	apartment				
38.7198304	-9.1316880	Escondidinho da Senhora do Monte	apartment				
38.7198461	-9.1314822	Living Graça	apartment				
38.7197954	-9.1321117	Duplex Senhora Do Monte	apartment				
38.7201781	-9.1324554	Bed@Lisbon Graça	apartment				
38.7202745	-9.1322795	House on the Hill	apartment				
38.7213785	-9.1315538	DuMont Lisbon Guesthouse	hotel				
38.7217799	-9.1316170	Sunny Lisbon - Guest House And Residence	apartment				
38.7218722	-9.1316335	Guest In Ninho	apartment				
38.7205206	-9.1309393	House Bairro Estrela D`Ouro	apartment				
38.7218662	-9.1307992	DUPLEX AIR	gallery				
32.8544700	-17.2085360		information				
38.7388688	-9.1213953	Igreja Aliança Pentecostal com Deus em Portugal			place_of_worship		
38.7453866	-9.1755877	Club 7+	museum				
38.7447577	-9.1763364	Casa nossa senhora do rosário			place_of_worship		
38.6970434	-9.2031670	Ver Belém Suites	hotel				
32.8430019	-17.2022080	Teleférico das Achadas da Cruz	information				
32.8527715	-17.2097651	Miradouro da Ponta da Ladeira	information				
40.4254606	-8.0170327	"Tondela, Pinheiro e IC12"	information				
38.7090398	-9.1523484		artwork				
38.7297351	-9.1315578		artwork	memorial			
38.7535516	-9.2047839	Igreja Nova Apostólica			place_of_worship		
39.0938985	-9.2614755	Entrada Castelo de Torres Vedras	attraction				
32.8554391	-17.1776393	PR 7 - Levada do Moinho	information				
41.7918331	-6.7702419	Cantarinha	artwork				
38.7196767	-9.1665928	Catedral da Esperança em Campo de Ourique			place_of_worship		
38.7201021	-9.1653235	Óriq	gallery				
38.7305625	-9.1388282	ZABRA	artwork				
38.7420227	-9.1020033	8 Marvila	gallery				
41.1442612	-8.6155774	Padaria Águas Furtadas	gallery				
38.7424149	-9.1339645	Gaspar House	hotel				
38.7187388	-9.1324357	Graça - Castle | Lisbon Cheese & Wine Apartments	apartment				
38.7184291	-9.1319732	Nest@Lisbon	apartment				
38.7182711	-9.1321897	Lisbon-Holiday-Apartments / Lissabon-Altstadt	apartment				
40.0301581	-8.5912056	Praia Fluvial da Nora	attraction				
40.4381089	-8.0266909	Pinheiro (centro da localidade) e Papízios	information				
40.4378626	-8.0279591	Póvoa da Arnosa	information				
38.7369325	-9.1488503	Le premier Lisbon Suites	hotel				
38.7374127	-9.1480711	MASA hotel	hotel				
32.8182621	-17.0968382		viewpoint				
39.4272289	-8.6701363	PR9 ACN Rota da Arcada	information				
38.5330456	-28.3345291	Casas do Navalhão	guest_house				
32.8186284	-17.0973733		viewpoint				
38.7111127	-9.2058057	Capela do camarão da Ajuda			place_of_worship		
41.3415234	-8.4730213	S. Rosendo	artwork				
38.7109142	-9.2010401	Casa do Jasmim	guest_house				
38.7552591	-9.1394567		guest_house				
38.7551894	-9.1394150		guest_house				
38.7551457	-9.1393861		guest_house				
38.7550921	-9.1393561		guest_house				
38.7553335	-9.1381128		guest_house				
38.7553191	-9.1384285		guest_house				
38.7552435	-9.1386635		guest_house				
38.7553693	-9.1391277		guest_house				
38.7556749	-9.1392051		guest_house				
38.7567714	-9.1396068		guest_house				
38.7567980	-9.1395178		guest_house				
38.7568599	-9.1393478		guest_house				
38.7567803	-9.1391288		guest_house				
38.7566323	-9.1390523		guest_house				
38.7564888	-9.1389745		guest_house				
38.7563387	-9.1388966		guest_house				
38.7562029	-9.1388145		guest_house				
38.7560285	-9.1388371		guest_house				
38.7559004	-9.1387763		guest_house				
38.7558055	-9.1385582		guest_house				
38.7558673	-9.1383898		guest_house				
38.7560130	-9.1382666		guest_house				
38.7568612	-9.1388645		guest_house				
38.7567280	-9.1387962		guest_house				
38.7565898	-9.1387149		guest_house				
38.7564085	-9.1386580		guest_house				
38.7706907	-9.1034137	AL Oriente DNA Rooms	apartment				
38.7706140	-9.1030351	AL Oriente DNA Studios	apartment				
32.6659187	-17.0240805	Miradouro da Vera Cruz	viewpoint				
40.2840179	-7.9419604			wayside_cross			
40.2855841	-7.9422633			wayside_cross			
40.2829668	-7.9410601			wayside_cross			
41.6064121	-7.5003951	Alto de São Pedro		archaeological_site			
41.6241270	-7.5051202	Castro de Loivos		archaeological_site			
38.7258507	-9.1649994	Appartement lisbonne	guest_house				
38.7901944	-9.3785014	Sintra Small Hostel	hostel				
38.7272796	-9.4488314	Pinhal da Aldeia de Juso					park
40.2949280	-7.9069363		viewpoint				
40.2936502	-7.9048884			memorial			
38.7210499	-9.1541665	Diferença-Comunicação Visual	gallery				
37.5675406	-8.2646334	Camping Serro da Bica	camp_site				
38.7197786	-9.1687612	Galeria Ourique's Villa	gallery				
38.7187618	-9.1673858	Galeria Miguel Nabinho	gallery				
38.7388151	-9.1334923	Igreja Baptista Renovada			place_of_worship		
40.6383583	-8.6394697	1º Simpósio	artwork				
40.6392666	-8.6402211	Igreja Evangélica Manata			place_of_worship		
38.6826375	-28.2178575		viewpoint				
38.6832710	-28.2143696	feel... Azores - apartments	guest_house				
41.8602393	-8.6780753	Fonte de Vilarinho	alpine_hut				
32.7621543	-17.1329469		viewpoint				
32.7825214	-17.2337937					cave_entrance	
32.7825695	-17.2336137					cave_entrance	
32.7828087	-17.2332996					cave_entrance	
38.0209259	-7.2640263			memorial			
41.1787688	-8.6901490	OceanBreeze Matosinhos - EcoHost	apartment				
40.8640294	-8.2831497	Hotel Rural da Freita	hotel				
38.9592263	-8.5260568	Augusto Artur Teixeira Almeida	artwork				
32.7884462	-17.1946052		information				
40.8733472	-8.2916572	Refúgio da Freita	information				
38.7224270	-9.1520008	Liberty hostel	hostel				
38.7209863	-9.1524216	Mama Shelter Lisboa	hotel				
38.7052440	-9.1994058	Igreja Evangélica			place_of_worship		
40.8508952	-8.2825686	Casa das Pedras Parideiras	museum				
38.7074464	-9.1584333	Mata 33	gallery				
38.7083822	-9.1617823	Eighteen 21 Charm Houses	apartment				
38.7088639	-9.1617776	Lapa Boutique Bed & Breakfast	guest_house				
32.8092209	-17.1439782	Parque Florestal - Fanal	information				
38.7196976	-9.1597036	The Black Sheep	gallery				
38.7202868	-9.1573431	V Dinastia	guest_house				
38.7108539	-9.1348774	Ange Monooyeur Gallery	museum				
38.7109856	-9.1355927	Casual Belle Époque	hotel				
38.7116936	-9.1358869	Memória	hotel				
38.7146764	-9.1555307	Associação de Gravura Água Forte	gallery				
38.7105558	-9.1366739	Lisboa Prata	hotel				
38.7098002	-9.1369804	Núcleo Arqueológico da rua dos corrieiros		archaeological_site			
38.7144660	-9.1560462	Missionários de Espírito Santo			place_of_worship		
38.7066208	-9.1430774	Lost Lisbon :: Cais House	hotel				
39.5132082	-8.6910562	PR10 ACN Rota de Minde	information				
42.0748393	-8.3948608			wayside_cross			
32.7373435	-16.8749310		viewpoint				
32.7374182	-16.8733439		viewpoint				
32.7421131	-16.8547985		information				
41.3407106	-8.4771264			memorial			
32.7317604	-16.8545030			boundary_stone			
32.7244706	-16.8602320		viewpoint				
32.7254338	-16.8606956		viewpoint				
32.7209687	-16.8676198	Percurso De Treino	information				
32.7199940	-16.8719140	Percurso De Treino	information				
32.7202044	-16.8708825	Percurso De Treino	information				
32.7202536	-16.8705983	Percurso De Treino	information				
32.7203447	-16.8714499	Percurso De Treino	information				
32.7189590	-16.8754572	Percurso De Treino	information				
